Datum;Uhrzeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
23/06/2019;04:00;30;11;19;Leichter Nebel;14;15;0
23/06/2019;05:00;21;11;10;Leichter Nebel;15;15;0
23/06/2019;06:00;37;17;20;Leichter Nebel;15;15;0
23/06/2019;07:00;55;35;20;Leichter Nebel;16;17;0
23/06/2019;08:00;123;67;56;Bewölkt;18;18;0
23/06/2019;09:00;273;159;114;Bewölkt;19;19;0
23/06/2019;10:00;362;195;167;Bewölkt;20;20;0
23/06/2019;11:00;403;186;217;Leicht bewölkt;21;21;0
23/06/2019;12:00;457;221;236;Leicht bewölkt;22;24;0
23/06/2019;13:00;527;243;284;Leicht bewölkt;23;24;0
23/06/2019;14:00;554;272;282;Leicht bewölkt;24;25;0
23/06/2019;15:00;541;277;264;Leicht bewölkt;24;26;0
23/06/2019;16:00;507;261;246;Leicht bewölkt;24;25;0
23/06/2019;17:00;610;314;296;Leicht bewölkt;23;25;0
23/06/2019;18:00;644;310;334;Leicht bewölkt;23;25;0
23/06/2019;19:00;581;272;309;Leicht bewölkt;22;24;0
23/06/2019;20:00;428;202;226;Leicht bewölkt;21;21;0
23/06/2019;21:00;341;138;203;Leicht bewölkt;20;20;0
23/06/2019;22:00;205;90;115;Leicht bewölkt;19;19;0
23/06/2019;23:00;108;49;59;Leicht bewölkt;18;18;0
24/06/2019;00:00;55;21;34;Leicht bewölkt;16;16;0
24/06/2019;01:00;32;18;14;Leicht bewölkt;16;16;0
24/06/2019;02:00;3;0;3;Leichter Nebel;15;15;0
24/06/2019;03:00;2;0;2;Leichter Nebel;14;14;0
24/06/2019;04:00;8;6;2;Leichter Nebel;15;15;0
24/06/2019;05:00;65;40;25;Leichter Nebel;17;17;0
24/06/2019;06:00;222;135;87;Leichter Nebel;18;18;0
24/06/2019;07:00;1131;732;399;Leichter Nebel;20;20;0
24/06/2019;08:00;871;496;375;Leicht bewölkt;21;21;0
24/06/2019;09:00;863;549;314;Leicht bewölkt;23;24;0
24/06/2019;10:00;563;347;216;Leicht bewölkt;25;26;0
24/06/2019;11:00;828;394;434;Leicht bewölkt;26;27;0
24/06/2019;12:00;745;314;431;Leicht bewölkt;27;28;0
24/06/2019;13:00;1094;464;630;Leicht bewölkt;27;29;0
24/06/2019;14:00;810;383;427;Leicht bewölkt;28;29;0
24/06/2019;15:00;1083;475;608;Leicht bewölkt;28;30;0
24/06/2019;16:00;1067;542;525;Leicht bewölkt;27;29;0
24/06/2019;17:00;1275;594;681;Leicht bewölkt;27;29;0
24/06/2019;18:00;1035;516;519;Leicht bewölkt;26;28;0
24/06/2019;19:00;931;431;500;Leicht bewölkt;25;26;0
24/06/2019;20:00;661;287;374;Sonnig;23;25;0
24/06/2019;21:00;569;191;378;Sonnig;22;23;0
24/06/2019;22:00;366;124;242;Sonnig;21;21;0
24/06/2019;23:00;195;63;132;Sonnig;21;21;0
25/06/2019;00:00;81;24;57;Sonnig;20;20;0
25/06/2019;01:00;34;16;18;Sonnig;19;19;0
25/06/2019;02:00;8;4;4;Sonnig;19;19;0
25/06/2019;03:00;4;3;1;Sonnig;18;18;0
25/06/2019;04:00;3;2;1;Sonnig;19;19;0
25/06/2019;05:00;57;40;17;Leicht bewölkt;20;20;0
25/06/2019;06:00;248;160;88;Leicht bewölkt;21;21;0
25/06/2019;07:00;1246;837;409;Leicht bewölkt;22;24;0
25/06/2019;08:00;1009;572;437;Leicht bewölkt;24;26;0
25/06/2019;09:00;934;582;352;Leicht bewölkt;25;27;0
25/06/2019;10:00;595;338;257;Leicht bewölkt;27;29;0
25/06/2019;11:00;813;379;434;Leicht bewölkt;29;31;0
25/06/2019;12:00;832;329;503;Leicht bewölkt;30;33;0
25/06/2019;13:00;1016;430;586;Leicht bewölkt;31;33;0
25/06/2019;14:00;696;328;368;Leicht bewölkt;31;34;0
25/06/2019;15:00;1156;502;654;Leicht bewölkt;31;34;0
25/06/2019;16:00;1171;541;630;Leicht bewölkt;30;34;0
25/06/2019;17:00;1283;627;656;Leicht bewölkt;30;33;0
25/06/2019;18:00;1192;534;658;Leicht bewölkt;29;32;0
25/06/2019;19:00;1023;488;535;Leicht bewölkt;27;31;0
25/06/2019;20:00;731;351;380;Leicht bewölkt;26;29;0
25/06/2019;21:00;613;218;395;Leicht bewölkt;25;27;0
25/06/2019;22:00;455;163;292;Leicht bewölkt;24;27;0
25/06/2019;23:00;222;75;147;Leicht bewölkt;23;26;0
26/06/2019;00:00;112;40;72;Leicht bewölkt;22;25;0
26/06/2019;01:00;44;18;26;Leicht bewölkt;21;21;0
26/06/2019;02:00;25;13;12;Leicht bewölkt;20;20;0
26/06/2019;03:00;2;2;0;Leicht bewölkt;19;19;0
26/06/2019;04:00;9;4;5;Leicht bewölkt;20;20;0
26/06/2019;05:00;67;45;22;Leicht bewölkt;20;20;0
26/06/2019;06:00;236;150;86;Leicht bewölkt;21;21;0
26/06/2019;07:00;1283;867;416;Leicht bewölkt;23;25;0
26/06/2019;08:00;987;602;385;Leicht bewölkt;25;27;0
26/06/2019;09:00;980;577;403;Leicht bewölkt;27;30;0
26/06/2019;10:00;582;304;278;Leicht bewölkt;29;31;0
26/06/2019;11:00;694;304;390;Leicht bewölkt;30;33;0
26/06/2019;12:00;801;352;449;Leicht bewölkt;32;35;0
26/06/2019;13:00;1084;459;625;Leicht bewölkt;32;35;0
26/06/2019;14:00;768;331;437;Leicht bewölkt;32;36;0
26/06/2019;15:00;971;429;542;Leicht bewölkt;32;36;0
26/06/2019;16:00;951;427;524;Leicht bewölkt;32;37;0
26/06/2019;17:00;1238;530;708;Leicht bewölkt;31;37;0
26/06/2019;18:00;1143;541;602;Leicht bewölkt;31;37;0
26/06/2019;19:00;927;491;436;Leicht bewölkt;30;35;0
26/06/2019;20:00;830;416;414;Leicht bewölkt;29;34;0
26/06/2019;21:00;646;256;390;Leicht bewölkt;28;32;0
26/06/2019;22:00;493;148;345;Leicht bewölkt;26;30;0
26/06/2019;23:00;287;90;197;Sonnig;25;28;0
27/06/2019;00:00;143;39;104;Sonnig;24;26;0
27/06/2019;01:00;60;17;43;Sonnig;23;26;0
27/06/2019;02:00;22;8;14;Sonnig;22;25;0
27/06/2019;03:00;9;6;3;Sonnig;22;22;0
27/06/2019;04:00;12;7;5;Sonnig;23;25;0
27/06/2019;05:00;70;51;19;Sonnig;23;26;0
27/06/2019;06:00;221;152;69;Sonnig;24;27;0
27/06/2019;07:00;1247;822;425;Sonnig;26;29;0
27/06/2019;08:00;983;583;400;Sonnig;28;31;0
27/06/2019;09:00;947;569;378;Sonnig;29;33;0
27/06/2019;10:00;586;332;254;Sonnig;30;35;0
27/06/2019;11:00;723;350;373;Leicht bewölkt;31;36;0
27/06/2019;12:00;782;310;472;Leicht bewölkt;32;37;0
27/06/2019;13:00;1088;409;679;Leicht bewölkt;32;37;0
27/06/2019;14:00;699;347;352;Leicht bewölkt;32;36;0
27/06/2019;15:00;976;432;544;Leicht bewölkt;31;36;0
27/06/2019;16:00;1069;507;562;Leicht bewölkt;30;35;0
27/06/2019;17:00;1349;621;728;Stellenweiser Regenfall;29;33;0
27/06/2019;18:00;1175;572;603;Stellenweiser Regenfall;28;32;0
27/06/2019;19:00;942;452;490;Stellenweiser Regenfall;27;30;0
27/06/2019;20:00;641;305;336;Nieselregen mit Gewitter;25;29;0
27/06/2019;21:00;592;239;353;Nieselregen mit Gewitter;24;27;0
27/06/2019;22:00;519;182;337;Nieselregen mit Gewitter;22;24;0
27/06/2019;23:00;268;66;202;Nieselregen mit Gewitter;20;20;0
28/06/2019;00:00;114;30;84;Nieselregen mit Gewitter;18;18;0
28/06/2019;01:00;48;15;33;Nieselregen mit Gewitter;17;17;0
28/06/2019;02:00;17;8;9;Stellenweiser Regenfall;16;16;0
28/06/2019;03:00;7;5;2;Stellenweiser Regenfall;15;15;0
28/06/2019;04:00;7;4;3;Stellenweiser Regenfall;16;16;0
28/06/2019;05:00;65;41;24;Leicht bewölkt;17;17;0
28/06/2019;06:00;197;129;68;Leicht bewölkt;18;18;0
28/06/2019;07:00;1070;710;360;Leicht bewölkt;20;20;0
28/06/2019;08:00;913;541;372;Sonnig;22;22;0
28/06/2019;09:00;874;502;372;Sonnig;23;24;0
28/06/2019;10:00;678;368;310;Sonnig;24;25;0
28/06/2019;11:00;724;360;364;Sonnig;25;26;0
28/06/2019;12:00;875;398;477;Sonnig;26;27;0
28/06/2019;13:00;1099;409;690;Sonnig;26;27;0
28/06/2019;14:00;844;406;438;Sonnig;26;27;0
28/06/2019;15:00;888;425;463;Sonnig;27;28;0
28/06/2019;16:00;963;476;487;Sonnig;26;27;0
28/06/2019;17:00;885;428;457;Sonnig;25;26;0
28/06/2019;18:00;900;430;470;Sonnig;24;26;0
28/06/2019;19:00;844;388;456;Sonnig;22;24;0
28/06/2019;20:00;636;304;332;Sonnig;21;21;0
28/06/2019;21:00;638;283;355;Sonnig;19;19;0
28/06/2019;22:00;442;210;232;Sonnig;19;19;0
28/06/2019;23:00;319;120;199;Sonnig;18;18;0
29/06/2019;00:00;245;77;168;Sonnig;17;17;0
29/06/2019;01:00;174;57;117;Sonnig;17;17;0
29/06/2019;02:00;69;21;48;Sonnig;16;16;0
29/06/2019;03:00;45;14;31;Sonnig;15;16;0
29/06/2019;04:00;28;13;15;Sonnig;17;17;0
29/06/2019;05:00;30;22;8;Leicht bewölkt;18;18;0
29/06/2019;06:00;75;47;28;Leicht bewölkt;19;19;0
29/06/2019;07:00;167;89;78;Leicht bewölkt;21;21;0
29/06/2019;08:00;341;188;153;Leicht bewölkt;22;24;0
29/06/2019;09:00;612;363;249;Leicht bewölkt;24;26;0
29/06/2019;10:00;655;374;281;Leicht bewölkt;25;27;0
29/06/2019;11:00;667;350;317;Sonnig;26;28;0
29/06/2019;12:00;693;341;352;Sonnig;28;29;0
29/06/2019;13:00;729;372;357;Sonnig;28;29;0
29/06/2019;14:00;653;292;361;Sonnig;28;30;0
29/06/2019;15:00;652;328;324;Sonnig;29;30;0
29/06/2019;16:00;705;380;325;Sonnig;28;30;0
29/06/2019;17:00;671;386;285;Sonnig;27;30;0
29/06/2019;18:00;679;417;262;Sonnig;26;29;0
29/06/2019;19:00;456;301;155;Sonnig;25;27;0
29/06/2019;20:00;301;186;115;Sonnig;23;25;0
29/06/2019;21:00;258;138;120;Sonnig;22;22;0
29/06/2019;22:00;267;104;163;Sonnig;21;21;0
29/06/2019;23:00;220;81;139;Sonnig;20;20;0
30/06/2019;00:00;243;65;178;Sonnig;19;19;0
30/06/2019;01:00;227;35;192;Sonnig;19;19;0
30/06/2019;02:00;142;33;109;Sonnig;19;19;0
30/06/2019;03:00;91;14;77;Sonnig;19;19;0
30/06/2019;04:00;42;15;27;Sonnig;20;20;0
30/06/2019;05:00;42;26;16;Leicht bewölkt;21;21;0
30/06/2019;06:00;95;53;42;Leicht bewölkt;22;22;0
30/06/2019;07:00;143;93;50;Leicht bewölkt;24;25;0
30/06/2019;08:00;249;149;100;Sonnig;25;27;0
30/06/2019;09:00;404;236;168;Sonnig;27;29;0
30/06/2019;10:00;334;191;143;Sonnig;29;31;0
30/06/2019;11:00;382;193;189;Sonnig;30;32;0
30/06/2019;12:00;357;150;207;Sonnig;31;33;0
30/06/2019;13:00;342;177;165;Sonnig;32;34;0
30/06/2019;14:00;403;184;219;Sonnig;32;34;0
30/06/2019;15:00;364;165;199;Sonnig;33;35;0
30/06/2019;16:00;380;175;205;Sonnig;32;34;0
30/06/2019;17:00;475;209;266;Leicht bewölkt;32;34;0
30/06/2019;18:00;545;271;274;Leicht bewölkt;31;34;0
30/06/2019;19:00;541;263;278;Leicht bewölkt;30;33;0
30/06/2019;20:00;482;217;265;Sonnig;29;32;0
30/06/2019;21:00;401;147;254;Sonnig;28;31;0
30/06/2019;22:00;269;106;163;Sonnig;26;29;0
30/06/2019;23:00;142;59;83;Leicht bewölkt;24;26;0
01/07/2019;00:00;78;32;46;Leicht bewölkt;23;24;0
01/07/2019;01:00;32;12;20;Leicht bewölkt;21;21;0
01/07/2019;02:00;20;9;11;Leicht bewölkt;20;20;0
01/07/2019;03:00;7;4;3;Leicht bewölkt;19;19;0
01/07/2019;04:00;13;8;5;Leicht bewölkt;19;19;0
01/07/2019;05:00;68;51;17;Teilweise mäßiger Regenfall;20;20;0
01/07/2019;06:00;194;119;75;Teilweise mäßiger Regenfall;21;21;0
01/07/2019;07:00;1084;708;376;Teilweise mäßiger Regenfall;22;24;0
01/07/2019;08:00;861;497;364;Nieselregen mit Gewitter;24;26;0
01/07/2019;09:00;827;503;324;Nieselregen mit Gewitter;26;28;0
01/07/2019;10:00;532;283;249;Nieselregen mit Gewitter;27;30;0
01/07/2019;11:00;726;335;391;Nieselregen mit Gewitter;29;31;0
01/07/2019;12:00;698;309;389;Nieselregen mit Gewitter;30;32;0
01/07/2019;13:00;895;328;567;Nieselregen mit Gewitter;30;32;0
01/07/2019;14:00;720;368;352;Stellenweiser Regenfall;31;33;0
01/07/2019;15:00;869;431;438;Stellenweiser Regenfall;31;33;0
01/07/2019;16:00;832;367;465;Stellenweiser Regenfall;30;32;0
01/07/2019;17:00;945;395;550;Teilweise mäßiger Regenfall;30;32;0
01/07/2019;18:00;904;409;495;Teilweise mäßiger Regenfall;29;31;1
01/07/2019;19:00;725;295;430;Teilweise mäßiger Regenfall;28;30;0
01/07/2019;20:00;558;213;345;Mäßiger bis starker Regenschauer;27;30;1
01/07/2019;21:00;401;139;262;Mäßiger bis starker Regenschauer;26;29;1
01/07/2019;22:00;314;94;220;Mäßiger bis starker Regenschauer;24;26;0
01/07/2019;23:00;140;48;92;Mäßiger bis starker Regenschauer;21;21;1
02/07/2019;00:00;67;38;29;Mäßiger bis starker Regenschauer;19;19;1
02/07/2019;01:00;32;6;26;Mäßiger bis starker Regenschauer;18;18;1
02/07/2019;02:00;12;6;6;Mäßiger bis starker Regenschauer;17;17;1
02/07/2019;03:00;6;3;3;Mäßiger bis starker Regenschauer;16;16;1
02/07/2019;04:00;12;8;4;Mäßiger bis starker Regenschauer;16;16;0
02/07/2019;05:00;55;34;21;Mäßiger bis starker Regenschauer;17;17;1
02/07/2019;06:00;186;115;71;Mäßiger bis starker Regenschauer;18;18;1
02/07/2019;07:00;954;585;369;Mäßiger bis starker Regenschauer;19;19;0
02/07/2019;08:00;889;484;405;Mäßiger bis starker Regenschauer;20;20;0
02/07/2019;09:00;792;476;316;Mäßiger bis starker Regenschauer;21;21;0
02/07/2019;10:00;554;309;245;Mäßiger bis starker Regenschauer;22;22;0
02/07/2019;11:00;701;333;368;Leicht bewölkt;23;24;0
02/07/2019;12:00;744;297;447;Leicht bewölkt;24;25;0
02/07/2019;13:00;895;373;522;Leicht bewölkt;24;25;0
02/07/2019;14:00;755;364;391;Leicht bewölkt;24;25;0
02/07/2019;15:00;1044;483;561;Leicht bewölkt;24;26;0
02/07/2019;16:00;1028;520;508;Leicht bewölkt;23;25;0
02/07/2019;17:00;1307;591;716;Stellenweiser Regenfall;23;24;0
02/07/2019;18:00;1127;514;613;Stellenweiser Regenfall;22;22;0
02/07/2019;19:00;946;440;506;Stellenweiser Regenfall;21;21;0
02/07/2019;20:00;674;320;354;Stellenweiser Regenfall;20;20;0
02/07/2019;21:00;498;197;301;Stellenweiser Regenfall;18;18;0
02/07/2019;22:00;395;140;255;Stellenweiser Regenfall;17;17;0
02/07/2019;23:00;200;73;127;Leicht bewölkt;16;16;0
03/07/2019;00:00;92;44;48;Leicht bewölkt;15;15;0
03/07/2019;01:00;45;14;31;Leicht bewölkt;14;14;0
03/07/2019;02:00;34;13;21;Leicht bewölkt;14;13;0
03/07/2019;03:00;6;4;2;Leicht bewölkt;13;12;0
03/07/2019;04:00;18;11;7;Leicht bewölkt;14;13;0
03/07/2019;05:00;66;47;19;Stellenweiser Regenfall;14;14;0
03/07/2019;06:00;207;118;89;Stellenweiser Regenfall;15;15;0
03/07/2019;07:00;1250;802;448;Stellenweiser Regenfall;16;16;0
03/07/2019;08:00;933;522;411;Stellenweiser Regenfall;18;18;0
03/07/2019;09:00;749;414;335;Stellenweiser Regenfall;19;19;0
03/07/2019;10:00;542;323;219;Stellenweiser Regenfall;20;20;0
03/07/2019;11:00;618;246;372;Leicht bewölkt;21;21;0
03/07/2019;12:00;778;316;462;Leicht bewölkt;22;24;0
03/07/2019;13:00;1046;440;606;Leicht bewölkt;23;24;0
03/07/2019;14:00;762;320;442;Leicht bewölkt;23;25;0
03/07/2019;15:00;947;445;502;Leicht bewölkt;23;25;0
03/07/2019;16:00;1106;551;555;Leicht bewölkt;22;24;0
03/07/2019;17:00;1272;551;721;Leicht bewölkt;22;22;0
03/07/2019;18:00;1177;532;645;Leicht bewölkt;21;21;0
03/07/2019;19:00;887;436;451;Leicht bewölkt;19;19;0
03/07/2019;20:00;692;327;365;Stellenweiser Regenfall;18;18;0
03/07/2019;21:00;576;244;332;Stellenweiser Regenfall;17;17;0
03/07/2019;22:00;476;202;274;Stellenweiser Regenfall;16;15;0
03/07/2019;23:00;245;90;155;Leicht bewölkt;15;14;0
04/07/2019;00:00;131;46;85;Leicht bewölkt;14;13;0
04/07/2019;01:00;93;31;62;Leicht bewölkt;13;12;0
04/07/2019;02:00;28;16;12;Leicht bewölkt;13;12;0
04/07/2019;03:00;13;7;6;Leicht bewölkt;12;11;0
04/07/2019;04:00;12;6;6;Leicht bewölkt;13;12;0
04/07/2019;05:00;60;40;20;Leicht bewölkt;14;13;0
04/07/2019;06:00;203;122;81;Leicht bewölkt;14;14;0
04/07/2019;07:00;1046;652;394;Leicht bewölkt;16;16;0
04/07/2019;08:00;903;552;351;Leicht bewölkt;17;17;0
04/07/2019;09:00;920;540;380;Leicht bewölkt;19;19;0
04/07/2019;10:00;642;369;273;Leicht bewölkt;20;20;0
04/07/2019;11:00;732;375;357;Leicht bewölkt;21;21;0
04/07/2019;12:00;792;330;462;Leicht bewölkt;23;24;0
04/07/2019;13:00;1037;449;588;Leicht bewölkt;23;24;0
04/07/2019;14:00;756;372;384;Sonnig;23;25;0
04/07/2019;15:00;1037;496;541;Sonnig;24;25;0
04/07/2019;16:00;1092;541;551;Sonnig;23;25;0
04/07/2019;17:00;1247;573;674;Leicht bewölkt;23;25;0
04/07/2019;18:00;1179;559;620;Leicht bewölkt;22;25;0
04/07/2019;19:00;885;407;478;Leicht bewölkt;21;21;0
04/07/2019;20:00;681;290;391;Leicht bewölkt;20;20;0
04/07/2019;21:00;580;239;341;Leicht bewölkt;19;19;0
04/07/2019;22:00;473;201;272;Leicht bewölkt;18;18;0
04/07/2019;23:00;244;104;140;Leicht bewölkt;17;17;0
05/07/2019;00:00;156;49;107;Leicht bewölkt;16;16;0
05/07/2019;01:00;61;22;39;Leicht bewölkt;15;15;0
05/07/2019;02:00;23;11;12;Leicht bewölkt;15;15;0
05/07/2019;03:00;9;2;7;Leicht bewölkt;14;14;0
05/07/2019;04:00;19;11;8;Leicht bewölkt;15;15;0
05/07/2019;05:00;66;43;23;Leicht bewölkt;16;16;0
05/07/2019;06:00;177;109;68;Leicht bewölkt;17;17;0
05/07/2019;07:00;1056;684;372;Leicht bewölkt;19;19;0
05/07/2019;08:00;941;548;393;Leicht bewölkt;21;21;0
05/07/2019;09:00;884;550;334;Leicht bewölkt;23;24;0
05/07/2019;10:00;670;385;285;Leicht bewölkt;24;25;0
05/07/2019;11:00;773;384;389;Leicht bewölkt;25;26;0
05/07/2019;12:00;982;464;518;Leicht bewölkt;26;27;0
05/07/2019;13:00;1186;414;772;Leicht bewölkt;27;28;0
05/07/2019;14:00;881;391;490;Stellenweiser Regenfall;28;28;0
05/07/2019;15:00;911;441;470;Stellenweiser Regenfall;28;29;0
05/07/2019;16:00;848;425;423;Stellenweiser Regenfall;28;28;0
05/07/2019;17:00;1010;499;511;Leicht bewölkt;27;28;0
05/07/2019;18:00;1152;587;565;Leicht bewölkt;26;27;0
05/07/2019;19:00;943;537;406;Leicht bewölkt;25;26;0
05/07/2019;20:00;798;483;315;Leicht bewölkt;24;25;0
05/07/2019;21:00;582;291;291;Leicht bewölkt;22;24;0
05/07/2019;22:00;603;230;373;Leicht bewölkt;21;21;0
05/07/2019;23:00;430;96;334;Leicht bewölkt;19;19;0
06/07/2019;00:00;350;77;273;Leicht bewölkt;17;17;0
06/07/2019;01:00;158;34;124;Leicht bewölkt;16;16;0
06/07/2019;02:00;123;19;104;Leicht bewölkt;16;16;0
06/07/2019;03:00;60;19;41;Leicht bewölkt;15;15;0
06/07/2019;04:00;34;13;21;Leicht bewölkt;16;16;0
06/07/2019;05:00;36;20;16;Leicht bewölkt;17;17;0
06/07/2019;06:00;54;30;24;Leicht bewölkt;18;18;0
06/07/2019;07:00;146;70;76;Leicht bewölkt;20;20;0
06/07/2019;08:00;358;221;137;Leicht bewölkt;22;22;0
06/07/2019;09:00;595;406;189;Leicht bewölkt;24;24;0
06/07/2019;10:00;701;396;305;Leicht bewölkt;25;26;0
06/07/2019;11:00;869;473;396;Leicht bewölkt;26;27;0
06/07/2019;12:00;721;399;322;Leicht bewölkt;28;29;0
06/07/2019;13:00;717;322;395;Leicht bewölkt;28;29;0
06/07/2019;14:00;717;355;362;Leicht bewölkt;29;29;0
06/07/2019;15:00;811;387;424;Leicht bewölkt;29;29;0
06/07/2019;16:00;710;288;422;Leicht bewölkt;28;29;0
06/07/2019;17:00;505;253;252;Leicht bewölkt;27;28;0
06/07/2019;18:00;593;268;325;Leicht bewölkt;26;28;0
06/07/2019;19:00;536;225;311;Leicht bewölkt;25;27;0
06/07/2019;20:00;467;219;248;Leichter Regenschauer;24;26;0
06/07/2019;21:00;431;207;224;Leichter Regenschauer;23;25;1
06/07/2019;22:00;300;122;178;Leichter Regenschauer;22;22;0
06/07/2019;23:00;263;124;139;Mäßiger bis starker Regenschauer;20;20;0
07/07/2019;00:00;211;57;154;Mäßiger bis starker Regenschauer;18;18;1
07/07/2019;01:00;149;60;89;Mäßiger bis starker Regenschauer;17;17;0
07/07/2019;02:00;63;27;36;Mäßiger bis starker Regenschauer;16;16;0
07/07/2019;03:00;38;18;20;Mäßiger bis starker Regenschauer;15;15;1
07/07/2019;04:00;27;12;15;Mäßiger bis starker Regenschauer;16;16;0
07/07/2019;05:00;25;11;14;Mäßiger bis starker Regenschauer;17;17;0
07/07/2019;06:00;22;15;7;Mäßiger bis starker Regenschauer;17;17;1
07/07/2019;07:00;23;9;14;Mäßiger bis starker Regenschauer;18;18;0
07/07/2019;08:00;58;28;30;Mäßiger bis starker Regenschauer;19;20;0
07/07/2019;09:00;206;118;88;Mäßiger bis starker Regenschauer;21;21;0
07/07/2019;10:00;293;156;137;Mäßiger bis starker Regenschauer;21;21;0
07/07/2019;11:00;379;229;150;Mäßiger bis starker Regenschauer;22;22;1
07/07/2019;12:00;378;189;189;Mäßiger bis starker Regenschauer;22;25;1
07/07/2019;13:00;462;232;230;Mäßiger bis starker Regenschauer;22;25;0
07/07/2019;14:00;545;240;305;Mäßiger bis starker Regenschauer;22;25;0
07/07/2019;15:00;253;140;113;Mäßiger bis starker Regenschauer;22;25;1
07/07/2019;16:00;445;207;238;Mäßiger bis starker Regenschauer;22;22;0
07/07/2019;17:00;341;174;167;Mäßiger bis starker Regenschauer;21;21;0
07/07/2019;18:00;404;208;196;Mäßiger bis starker Regenschauer;21;21;1
07/07/2019;19:00;362;191;171;Mäßiger bis starker Regenschauer;20;20;0
07/07/2019;20:00;361;170;191;Mäßiger bis starker Regenschauer;20;20;0
07/07/2019;21:00;244;118;126;Mäßiger bis starker Regenschauer;19;19;0
07/07/2019;22:00;162;63;99;Mäßiger bis starker Regenschauer;18;18;0
07/07/2019;23:00;106;40;66;Leichter Regenschauer;17;17;0
08/07/2019;00:00;55;11;44;Leichter Regenschauer;16;16;1
08/07/2019;01:00;26;8;18;Leichter Regenschauer;15;15;0
08/07/2019;02:00;5;3;2;Mäßiger bis starker Regenschauer;13;13;0
08/07/2019;03:00;5;3;2;Mäßiger bis starker Regenschauer;12;12;0
08/07/2019;04:00;6;4;2;Mäßiger bis starker Regenschauer;13;13;0
08/07/2019;05:00;40;31;9;Stellenweiser Regenfall;13;14;0
08/07/2019;06:00;192;123;69;Stellenweiser Regenfall;14;14;0
08/07/2019;07:00;1060;679;381;Stellenweiser Regenfall;15;15;0
08/07/2019;08:00;954;583;371;Stellenweiser Regenfall;15;16;0
08/07/2019;09:00;920;519;401;Stellenweiser Regenfall;16;16;0
08/07/2019;10:00;750;422;328;Stellenweiser Regenfall;17;17;0
08/07/2019;11:00;761;374;387;Leichter Regenschauer;18;18;0
08/07/2019;12:00;955;435;520;Leichter Regenschauer;19;19;0
08/07/2019;13:00;1232;518;714;Leichter Regenschauer;19;19;0
08/07/2019;14:00;962;502;460;Stellenweiser Regenfall;19;19;0
08/07/2019;15:00;1209;599;610;Stellenweiser Regenfall;19;19;0
08/07/2019;16:00;1294;574;720;Stellenweiser Regenfall;18;18;0
08/07/2019;17:00;1375;555;820;Leichter Regenschauer;17;17;0
08/07/2019;18:00;1264;536;728;Leichter Regenschauer;17;17;0
08/07/2019;19:00;896;403;493;Leichter Regenschauer;16;16;0
08/07/2019;20:00;642;302;340;Stellenweiser Regenfall;15;15;0
08/07/2019;21:00;455;192;263;Stellenweiser Regenfall;14;14;0
08/07/2019;22:00;360;120;240;Stellenweiser Regenfall;13;13;0
08/07/2019;23:00;175;78;97;Leicht bewölkt;12;12;0
09/07/2019;00:00;75;33;42;Leicht bewölkt;12;12;0
09/07/2019;01:00;39;20;19;Leicht bewölkt;11;11;0
09/07/2019;02:00;15;7;8;Leicht bewölkt;11;10;0
09/07/2019;03:00;8;4;4;Leicht bewölkt;10;9;0
09/07/2019;04:00;19;11;8;Leicht bewölkt;11;10;0
09/07/2019;05:00;80;58;22;Leicht bewölkt;11;10;0
09/07/2019;06:00;249;155;94;Leicht bewölkt;12;11;0
09/07/2019;07:00;1334;875;459;Leicht bewölkt;13;13;0
09/07/2019;08:00;1227;749;478;Leicht bewölkt;15;14;0
09/07/2019;09:00;667;391;276;Leicht bewölkt;16;16;0
09/07/2019;10:00;1;0;1;Leicht bewölkt;17;17;0
09/07/2019;11:00;0;0;0;Leicht bewölkt;18;18;0
09/07/2019;12:00;0;0;0;Leicht bewölkt;19;19;0
09/07/2019;13:00;0;0;0;Leicht bewölkt;19;19;0
09/07/2019;14:00;364;185;179;Leicht bewölkt;20;20;0
09/07/2019;15:00;1443;669;774;Leicht bewölkt;20;20;0
09/07/2019;16:00;1533;706;827;Leicht bewölkt;19;19;0
09/07/2019;17:00;1785;815;970;Leicht bewölkt;19;19;0
09/07/2019;18:00;1494;669;825;Leicht bewölkt;18;18;0
09/07/2019;19:00;1175;571;604;Leicht bewölkt;17;17;0
09/07/2019;20:00;805;367;438;Leicht bewölkt;17;17;0
09/07/2019;21:00;610;246;364;Leicht bewölkt;16;16;0
09/07/2019;22:00;514;183;331;Leicht bewölkt;14;14;0
09/07/2019;23:00;211;76;135;Leicht bewölkt;13;12;0
10/07/2019;00:00;107;44;63;Leicht bewölkt;11;10;0
10/07/2019;01:00;63;21;42;Leicht bewölkt;10;9;0
10/07/2019;02:00;14;5;9;Leicht bewölkt;9;8;0
10/07/2019;03:00;5;2;3;Leicht bewölkt;8;7;0
10/07/2019;04:00;13;10;3;Leicht bewölkt;9;8;0
10/07/2019;05:00;82;59;23;Leicht bewölkt;10;9;0
10/07/2019;06:00;297;189;108;Leicht bewölkt;11;10;0
10/07/2019;07:00;1506;960;546;Leicht bewölkt;12;11;0
10/07/2019;08:00;1269;776;493;Leicht bewölkt;14;13;0
