Datum;PLZ;Straße;Müllart;Abholregion
05.02.;78464;Hoheneggstr. 19- 85 und 20- 104 (von Schiffstr. bis Egg);Biomuell;Konstanz
11.02.;78462;Hohenhausgasse;Biomuell;Konstanz
11.02.;78465;Höhenrückenweg;Biomuell;Konstanz
06.02.;78464;Höhenweg;Biomuell;Konstanz
10.02.;78465;Holdersteig;Biomuell;Konstanz
10.02.;78465;Holländerstr.;Biomuell;Konstanz
05.02.;78467;Horchstr.;Biomuell;Konstanz
06.02.;78467;Höriblick;Biomuell;Konstanz
11.02.;78465;Hornwiesenstr.;Biomuell;Konstanz
11.02.;78462;Hüetlinstr.;Biomuell;Konstanz
11.02.;78462;Hussenstr.;Biomuell;Konstanz
10.02.;78465;Im Apfelgarten;Biomuell;Konstanz
10.02.;78465;Im Baumgarten;Biomuell;Konstanz
10.02.;78465;Im Grün;Biomuell;Konstanz
10.02.;78465;Im Grund;Biomuell;Konstanz
06.02.;78464;Im Klostergut;Biomuell;Konstanz
10.02.;78465;Im Langenberg;Biomuell;Konstanz
06.02.;78467;Im Langert;Biomuell;Konstanz
10.02.;78465;Im Loh;Biomuell;Konstanz
06.02.;78464;Im Neugut;Biomuell;Konstanz
10.02.;78465;Im Tiergarten;Biomuell;Konstanz
06.02.;78464;Im Weinberg;Biomuell;Konstanz
10.02.;78465;In den Dorfäckern;Biomuell;Konstanz
10.02.;78465;In den Reben;Biomuell;Konstanz
11.02.;78467;In der Gebhardsösch;Biomuell;Konstanz
11.02.;78462;Inselgasse;Biomuell;Konstanz
06.02.;78467;Irisweg;Biomuell;Konstanz
06.02.;78464;Jacob-Burckhardt-Str.;Biomuell;Konstanz
11.02.;78467;Jahnstr.;Biomuell;Konstanz
05.02.;78467;Jakob-Stadler-Platz;Biomuell;Konstanz
05.02.;78464;Jakobstr. 1- 49 und 8- 56 (von Staader Str. bis Hermann-von-Vicari-Str.);Biomuell;Konstanz
05.02.;78464;Jakobstr. 79- 99 und 58- 76 (von Hermann-von-Vicari-Str. bis Eichhornstr.);Biomuell;Konstanz
05.02.;78464;J.-Sebastian-Bach-Str.;Biomuell;Konstanz
05.02.;78464;J.-A.-Feuchtmayer-Str.;Biomuell;Konstanz
05.02.;78467;Joseph-Belli-Weg;Biomuell;Konstanz
05.02.;78464;Jungerhalde;Biomuell;Konstanz
05.02.;78464;Kamorstr.;Biomuell;Konstanz
11.02.;78462;Kanzleistr.;Biomuell;Konstanz
05.02.;78464;Kapellenweg;Biomuell;Konstanz
10.02.;78465;Kapitän-Romer-Str.;Biomuell;Konstanz
11.02.;78462;Kappelersgutweg;Biomuell;Konstanz
11.02.;78467;Karl-Einhart-Str.;Biomuell;Konstanz
11.02.;78467;Karl-Großhans-Weg;Biomuell;Konstanz
06.02.;78467;Karlsruher Str.;Biomuell;Konstanz
06.02.;78464;Käthe-Kollwitz-Weg;Biomuell;Konstanz
11.02.;78462;Katzgasse;Biomuell;Konstanz
10.02.;78465;Kelhofstr.;Biomuell;Konstanz
06.02.;78467;Kennerweg;Biomuell;Konstanz
06.02.;78467;Keplerweg;Biomuell;Konstanz
05.02.;78467;Kindlebildstr.;Biomuell;Konstanz
05.02.;78464;Kirchgasse;Biomuell;Konstanz
10.02.;78465;Kirchplatz;Biomuell;Konstanz
11.02.;78467;Klingenbergstr.;Biomuell;Konstanz
11.02.;78462;Klostergasse;Biomuell;Konstanz
06.02.;78467;Kneippweg;Biomuell;Konstanz
05.02.;78464;Koberleweg;Biomuell;Konstanz
10.02.;78465;Komturweg;Biomuell;Konstanz
06.02.;78464;Königsbaustr.;Biomuell;Konstanz
06.02.;78467;Königsberger Str.;Biomuell;Konstanz
11.02.;78462;Konradigasse;Biomuell;Konstanz
06.02.;78464;Konrad-Witz-Str.;Biomuell;Konstanz
05.02.;78467;Konrad-Zuse-Str.;Biomuell;Konstanz
10.02.;78465;Konstanzer Str.;Biomuell;Konstanz
10.02.;78465;Konstanzer Weg;Biomuell;Konstanz
11.02.;78462;Konzilstr.;Biomuell;Konstanz
06.02.;78467;Kopernikusweg;Biomuell;Konstanz
10.02.;78465;Kornblumenweg;Biomuell;Konstanz
10.02.;78465;Kreuzäckerweg;Biomuell;Konstanz
11.02.;78462;Kreuzlinger Str.;Biomuell;Konstanz
10.02.;78465;Kronbohlstr.;Biomuell;Konstanz
10.02.;78465;Kuckucksweg;Biomuell;Konstanz
06.02.;78467;Küferweg;Biomuell;Konstanz
06.02.;78464;Kuhmoosweg;Biomuell;Konstanz
11.02.;78462;Labhardsweg;Biomuell;Konstanz
10.02.;78465;Langenrainer Str.;Biomuell;Konstanz
06.02.;78467;Längerbohlstr.;Biomuell;Konstanz
06.02.;78464;Langhardtstr.;Biomuell;Konstanz
11.02.;78462;Leinerstr.;Biomuell;Konstanz
06.02.;78467;Leipziger Str.;Biomuell;Konstanz
11.02.;78467;Leopold-Spiegel-Weg;Biomuell;Konstanz
10.02.;78465;Lerchenweg;Biomuell;Konstanz
11.02.;78467;Lessingstr.;Biomuell;Konstanz
05.02.;78467;Lilienthalstr.;Biomuell;Konstanz
05.02.;78464;Lindauer Str.;Biomuell;Konstanz
05.02.;78467;Line-Eid-Str.;Biomuell;Konstanz
10.02.;78465;Linzgaublick;Biomuell;Konstanz
06.02.;78467;Litzelstetter Str.;Biomuell;Konstanz
05.02.;78467;Lohnerhofstr.;Biomuell;Konstanz
11.02.;78462;Löhrystr. ;Biomuell;Konstanz
05.02.;78464;Lorettosteig;Biomuell;Konstanz
11.02.;78467;Lortzingstr.;Biomuell;Konstanz
06.02.;78467;Löwengasse;Biomuell;Konstanz
05.02.;78467;Löwernweg;Biomuell;Konstanz
06.02.;78464;Luisenstr.;Biomuell;Konstanz
11.02.;78462;Lutherplatz;Biomuell;Konstanz
05.02.;78464;Luziengang;Biomuell;Konstanz
10.02.;78465;Luzzilonweg;Biomuell;Konstanz
05.02.;78467;Macairestr.;Biomuell;Konstanz
06.02.;78467;Magdeburger Str.;Biomuell;Konstanz
05.02.;78464;Mainaustr.  2, 4 und 6;Biomuell;Konstanz
05.02.;78464;Mainaustr. 5- 61 und 8- 52 (von Glärnischstr. bis Zur Friedrichshöhe);Biomuell;Konstanz
05.02.;78464;Mainaustr. 63- 79 und 66- 78 (von Zur Friedrichshöhe bis Herman-von-Vicari-Str.);Biomuell;Konstanz
05.02.;78464;Mainaustr. 139- 155 und 90- 158 (von Hermann-von-Vicari-Str. bis Schiffstr.);Biomuell;Konstanz
05.02.;78464;Mainaustr. 157- 181 und 160- 198 c (von Schiffstr. bis Egg);Biomuell;Konstanz
05.02.;78464;Mainaustr. 185- 209 k und 202- 236 (in Egg);Biomuell;Konstanz
10.02.;78465;Mainauweg;Biomuell;Konstanz
11.02.;78462;Mangoldstr.;Biomuell;Konstanz
05.02.;78467;Mannheimer Str.;Biomuell;Konstanz
11.02.;78462;Maria-Ellenrieder-Str.;Biomuell;Konstanz
05.02.;78464;Maria-Hilf-Platz;Biomuell;Konstanz
11.02.;78462;Marienhausgasse;Biomuell;Konstanz
10.02.;78465;Marienweg;Biomuell;Konstanz
11.02.;78467;Markgrafenstr.;Biomuell;Konstanz
11.02.;78462;Marktstätte;Biomuell;Konstanz
11.02.;78462;Marmorstr.;Biomuell;Konstanz
10.02.;78465;Martin-Schleyer-Str.;Biomuell;Konstanz
11.02.;78467;Martin-Venedey-Str.;Biomuell;Konstanz
05.02.;78467;Max-Josef-Metzger-Weg;Biomuell;Konstanz
05.02.;78467;Max-Stromeyer-Str. 1- 29 und 2- 130 (von Oberlohnstr. bis Gottmannplatz);Biomuell;Konstanz
05.02.;78467;Max-Stromeyer-Str. 31- 59 und 146- 180 (von Riedstr. bis Oberlohnstr.);Biomuell;Konstanz
05.02.;78467;Maybachstr.;Biomuell;Konstanz
11.02.;78462;Mayenfischstr.;Biomuell;Konstanz
05.02.;78464;Meersburger Str.;Biomuell;Konstanz
10.02.;78465;Meisenweg;Biomuell;Konstanz
11.02.;78467;Menzelstr.;Biomuell;Konstanz
06.02.;78467;Mergenthalerweg;Biomuell;Konstanz
11.02.;78465;Metzgersbrunnweg;Biomuell;Konstanz
10.02.;78465;Milanweg;Biomuell;Konstanz
10.02.;78465;Mittelsberg;Biomuell;Konstanz
10.02.;78465;Mittelstr.;Biomuell;Konstanz
06.02.;78467;Mittelweg;Biomuell;Konstanz
11.02.;78467;Moltkestr.;Biomuell;Konstanz
06.02.;78467;Mondrauteweg;Biomuell;Konstanz
06.02.;78467;Moorkieferweg;Biomuell;Konstanz
06.02.;78464;Moorweg;Biomuell;Konstanz
11.02.;78467;Moosstr.;Biomuell;Konstanz
10.02.;78465;Moosweg;Biomuell;Konstanz
11.02.;78462;Morinckweg;Biomuell;Konstanz
11.02.;78462;Mosbruggerstr.;Biomuell;Konstanz
05.02.;78464;Möwenring;Biomuell;Konstanz
10.02.;78465;Möwenweg;Biomuell;Konstanz
05.02.;78464;Mozartstr.;Biomuell;Konstanz
11.02.;78465;Mühlbachweg;Biomuell;Konstanz
06.02.;78467;Mühlenweg (außer Hausnr. 44 bis 48);Biomuell;Konstanz
05.02.;78467;Mühlenweg (nur Hausnr. 44 bis 48);Biomuell;Konstanz
11.02.;78462;Münsterplatz;Biomuell;Konstanz
11.02.;78462;Muntpratstr.;Biomuell;Konstanz
11.02.;78462;Münzgasse;Biomuell;Konstanz
05.02.;78467;Näherinnenstr.;Biomuell;Konstanz
05.02.;78464;Nestgasse;Biomuell;Konstanz
11.02.;78462;Neugasse;Biomuell;Konstanz
05.02.;78464;Neuhauser Str.;Biomuell;Konstanz
10.02.;78465;Neuhof;Biomuell;Konstanz
11.02.;78462;Niederburggasse;Biomuell;Konstanz
11.02.;78465;Nikolausweg;Biomuell;Konstanz
10.02.;78465;Oberdorfstr.;Biomuell;Konstanz
11.02.;78462;Obere Augustinergasse;Biomuell;Konstanz
10.02.;78465;Obere Bündt;Biomuell;Konstanz
11.02.;78462;Obere Laube;Biomuell;Konstanz
06.02.;78467;Oberlinweg;Biomuell;Konstanz
05.02.;78467;Oberlohnstr.;Biomuell;Konstanz
11.02.;78462;Obermarkt;Biomuell;Konstanz
05.02.;78464;Oberstegle;Biomuell;Konstanz
11.02.;78465;Obstgarten;Biomuell;Konstanz
05.02.;78467;Opelstr.;Biomuell;Konstanz
11.02.;78467;Otto-Adam-Str.;Biomuell;Konstanz
11.02.;78462;Otto-Raggenbass-Str.;Biomuell;Konstanz
10.02.;78465;Pappelweg;Biomuell;Konstanz
11.02.;78462;Paradiesstr.;Biomuell;Konstanz
06.02.;78467;Paul-Gerhardt-Weg;Biomuell;Konstanz
11.02.;78467;Pauline-Gutjahr-Weg;Biomuell;Konstanz
11.02.;78467;Pestalozzistr.;Biomuell;Konstanz
05.02.;78464;Peter-Thumb-Str.;Biomuell;Konstanz
05.02.;78464;Peter-Rosegger-Weg;Biomuell;Konstanz
11.02.;78467;Petershauser Str.;Biomuell;Konstanz
06.02.;78467;Pettenkoferweg;Biomuell;Konstanz
11.02.;78462;Pfalzgarten;Biomuell;Konstanz
06.02.;78467;Pirminweg;Biomuell;Konstanz
06.02.;78467;Radolfzeller Str. 1- 15 und 2- 14 (von Schwaketenstr. bis Riedstr.);Biomuell;Konstanz
06.02.;78467;Radolfzeller Str. 17- 123 und 16- 106  (von Ortsanfang bis Schwaketenstr.);Biomuell;Konstanz
10.02.;78465;Raiffeisenstr.;Biomuell;Konstanz
10.02.;78465;Rainwiesenweg;Biomuell;Konstanz
11.02.;78464;Raitebergweg;Biomuell;Konstanz
11.02.;78462;Raitenaugasse;Biomuell;Konstanz
11.02.;78465;Rathausplatz;Biomuell;Konstanz
11.02.;78462;Raueneckgasse;Biomuell;Konstanz
06.02.;78464;Rauhgasse;Biomuell;Konstanz
11.02.;78464;Rebbergstr.;Biomuell;Konstanz
10.02.;78465;Rebweg;Biomuell;Konstanz
11.02.;78467;Reichenaustr. 5- 11 a und 2- 34 (von Schneckenburgstr. bis Petershauser Str.);Biomuell;Konstanz
05.02.;78467;Reichenaustr. 13- 39 a und 36 (von Oberlohnstr. bis Schneckenburgerstr.);Biomuell;Konstanz
05.02.;78467;Reichenaustr. 41- 81 und 184a- 244 (von Riedstr. bis Oberlohnstr.);Biomuell;Konstanz
05.02.;78467;Reisstr.;Biomuell;Konstanz
05.02.;78464;Renkenweg;Biomuell;Konstanz
06.02.;78467;Reutestr.;Biomuell;Konstanz
11.02.;78462;Rheingasse;Biomuell;Konstanz
11.02.;78462;Rheingutstr. 1- 7 und 2- 14 (von Brauneggerstr. bis Schottenstr.);Biomuell;Konstanz
11.02.;78462;Rheingutstr. 9- 45 und 22- 40 (von Hans-Breinlinger-Str. bis Brauneggerstr. );Biomuell;Konstanz
11.02.;78462;Rheinsteig;Biomuell;Konstanz
05.02.;78464;Richard-Wagner-Str.;Biomuell;Konstanz
11.02.;78462;Richentalstr.;Biomuell;Konstanz
05.02.;78467;Riedstr. ;Biomuell;Konstanz
06.02.;78467;Riesenbergweg;Biomuell;Konstanz
10.02.;78465;Ringstr.;Biomuell;Konstanz
05.02.;78467;Robert-Bosch-Str.;Biomuell;Konstanz
11.02.;78467;Robert-Gerwig-Str.;Biomuell;Konstanz
06.02.;78467;Robert-Koch-Str.;Biomuell;Konstanz
11.02.;78462;Rosenlächerweg;Biomuell;Konstanz
10.02.;78465;Rosenweg;Biomuell;Konstanz
11.02.;78462;Rosgartenstr.;Biomuell;Konstanz
06.02.;78467;Rosmarinheideweg;Biomuell;Konstanz
05.02.;78467;Rudolf-Diesel-Str.;Biomuell;Konstanz
05.02.;78464;Ruppanerstr.;Biomuell;Konstanz
05.02.;78464;Sackgasse;Biomuell;Konstanz
11.02.;78467;Salemer Weg;Biomuell;Konstanz
05.02.;78464;Salesianerweg;Biomuell;Konstanz
11.02.;78462;Salmannsweilergasse;Biomuell;Konstanz
11.02.;78467;Sankt-Gebhard-Platz 1- 7 (von Theodor-Heuss-Str. bis Hegaustr.);Biomuell;Konstanz
06.02.;78467;Sankt-Gebhard-Platz;Biomuell;Konstanz
11.02.;78467;Sankt-Gebhard-Str.;Biomuell;Konstanz
11.02.;78462;Sankt-Johann-Gasse;Biomuell;Konstanz
06.02.;78465;Sankt-Katharina;Biomuell;Konstanz
10.02.;78465;Sankt-Katharinen-Weg;Biomuell;Konstanz
10.02.;78465;Sankt-Leonhard-Weg;Biomuell;Konstanz
11.02.;78462;Sankt-Martins-Weg;Biomuell;Konstanz
11.02.;78462;Sankt-Stephans-Platz;Biomuell;Konstanz
10.02.;78465;Sankt-Verena-Weg;Biomuell;Konstanz
10.02.;78465;Säntisblick;Biomuell;Konstanz
05.02.;78464;Säntisstr. 1- 7 und 2- 4 b (Seestr. bis Mainaustr.);Biomuell;Konstanz
05.02.;78464;Säntisstr. 6- 8 (von Mainaustr. bis Sankt-Gebhard-Platz);Biomuell;Konstanz
11.02.;78462;Scheffelstr.;Biomuell;Konstanz
05.02.;78464;Schiffstr.;Biomuell;Konstanz
11.02.;78467;Schillerstr.;Biomuell;Konstanz
06.02.;78467;Schleyerweg;Biomuell;Konstanz
10.02.;78465;Schmidtenbühlstr.;Biomuell;Konstanz
11.02.;78467;Schneckenburgstr.;Biomuell;Konstanz
11.02.;78462;Schobuliweg;Biomuell;Konstanz
11.02.;78462;Schottenplatz;Biomuell;Konstanz
11.02.;78462;Schottenstr. 1- 73 und 2- 20 (von Gottlieberstr. bis Rheingutstr.);Biomuell;Konstanz
11.02.;78462;Schottenstr. 75- 79 (von Rheingutstr. bis Webersteig);Biomuell;Konstanz
11.02.;78462;Schreibergasse;Biomuell;Konstanz
06.02.;78467;Schreinerweg;Biomuell;Konstanz
05.02.;78464;Schubertstr.;Biomuell;Konstanz
11.02.;78462;Schulstr.;Biomuell;Konstanz
11.02.;78462;Schulthaißstr.;Biomuell;Konstanz
10.02.;78465;Schulweg;Biomuell;Konstanz
05.02.;78467;Schürmann-Horster-Weg;Biomuell;Konstanz
11.02.;78462;Schützenstr.;Biomuell;Konstanz
06.02.;78467;Schwaketenstr.;Biomuell;Konstanz
10.02.;78465;Schwanenstieg;Biomuell;Konstanz
10.02.;78465;Schwanenweg;Biomuell;Konstanz
11.02.;78462;Schwedenschanze;Biomuell;Konstanz
10.02.;78465;Seeblick;Biomuell;Konstanz
05.02.;78464;Seehalde;Biomuell;Konstanz
10.02.;78465;Seehang;Biomuell;Konstanz
05.02.;78467;Seerückenstraße;Biomuell;Konstanz
05.02.;78464;Seestr.;Biomuell;Konstanz
05.02.;78464;Seeuferweg;Biomuell;Konstanz
05.02.;78467;Seilerstr.;Biomuell;Konstanz
06.02.;78467;Senefelderweg;Biomuell;Konstanz
05.02.;78464;Sepp-Biehler-Str.;Biomuell;Konstanz
06.02.;78467;Siebenbürgener Weg;Biomuell;Konstanz
05.02.;78464;Siedlerweg;Biomuell;Konstanz
05.02.;78467;Siemensstr.;Biomuell;Konstanz
06.02.;78464;Sierenmoosstr.;Biomuell;Konstanz
11.02.;78462;Sigismundstr.;Biomuell;Konstanz
06.02.;78464;Silvanerweg;Biomuell;Konstanz
10.02.;78465;Sommerbergstr.;Biomuell;Konstanz
06.02.;78464;Sonnenbühlstr.;Biomuell;Konstanz
10.02.;78465;Sonneneck;Biomuell;Konstanz
06.02.;78464;Sonnenrain;Biomuell;Konstanz
06.02.;78467;Sonnentauweg;Biomuell;Konstanz
11.02.;78467;Spanierstr.;Biomuell;Konstanz
06.02.;78464;Spechtweg;Biomuell;Konstanz
05.02.;78464;Staader Thalweg;Biomuell;Konstanz
05.02.;78464;Staader Str.;Biomuell;Konstanz
11.02.;78462;Stadelhofgasse;Biomuell;Konstanz
06.02.;78467;Steinhartstr.;Biomuell;Konstanz
11.02.;78465;Steinrennen;Biomuell;Konstanz
11.02.;78467;Steinstr.;Biomuell;Konstanz
06.02.;78467;Sternengasse;Biomuell;Konstanz
06.02.;78467;Stettiner Str.;Biomuell;Konstanz
05.02.;78467;Stickerinnenstr.;Biomuell;Konstanz
06.02.;78467;Stifterstr.;Biomuell;Konstanz
06.02.;78464;Stockackerweg;Biomuell;Konstanz
05.02.;78467;Stromeyersdorfstr.;Biomuell;Konstanz
06.02.;78467;Taborweg;Biomuell;Konstanz
11.02.;78462;Tägermoosstr.;Biomuell;Konstanz
11.02.;78462;Talgartenstr.;Biomuell;Konstanz
11.02.;78467;Tenbrinkstr.;Biomuell;Konstanz
11.02.;78462;Theatergasse;Biomuell;Konstanz
11.02.;78467;Theodor-Heuss-Str.;Biomuell;Konstanz
11.02.;78465;Thingoltstr.;Biomuell;Konstanz
06.02.;78467;Thomas-Sättele-Str.;Biomuell;Konstanz
11.02.;78462;Tirolergasse;Biomuell;Konstanz
10.02.;78465;Tobelweg;Biomuell;Konstanz
11.02.;78462;Torgasse;Biomuell;Konstanz
10.02.;78465;Torkeläcker;Biomuell;Konstanz
10.02.;78465;Torkelbergstr.;Biomuell;Konstanz
11.02.;78462;Tulengasse;Biomuell;Konstanz
05.02.;78467;Turmstr.;Biomuell;Konstanz
11.02.;78462;Turnierstr.;Biomuell;Konstanz
05.02.;78464;Überlinger Str.;Biomuell;Konstanz
10.02.;78465;Uferstr.;Biomuell;Konstanz
06.02.;78464;Uhlandstr.;Biomuell;Konstanz
06.02.;78464;Universitätsstr.;Biomuell;Konstanz
10.02.;78465;Unter dem Torkelberg;Biomuell;Konstanz
11.02.;78462;Untere Augustinergasse;Biomuell;Konstanz
11.02.;78465;Untere Bohlstr.;Biomuell;Konstanz
10.02.;78465;Untere Bündt;Biomuell;Konstanz
11.02.;78462;Untere Laube 1- 17 und 2 (von Rheinsteig bis Inselgasse);Biomuell;Konstanz
11.02.;78462;Untere Laube 29- 49 und 4- 36 (von Paradiesstr. bis Inselgasse);Biomuell;Konstanz
11.02.;78465;Unterrießstr.;Biomuell;Konstanz
05.02.;78467;Unterseestr.;Biomuell;Konstanz
05.02.;78464;Unterstegle;Biomuell;Konstanz
06.02.;78467;Urisbergweg;Biomuell;Konstanz
10.02.;78465;Volapükweg;Biomuell;Konstanz
11.02.;78467;Von-Emmich-Str.;Biomuell;Konstanz
11.02.;78462;Vor der Halde;Biomuell;Konstanz
11.02.;78465;Vordere Weidstaud;Biomuell;Konstanz
10.02.;78465;Waldemar-Besson-Str.;Biomuell;Konstanz
10.02.;78465;Waldstr.;Biomuell;Konstanz
11.02.;78462;Wallgutstr. 3- 11 und 4- 12 (von Brauneggerstr. bis Laube);Biomuell;Konstanz
11.02.;78462;Wallgutstr. 13- 47 und 14- 38 (von Feldstr. bis Brauneggerstr.);Biomuell;Konstanz
11.02.;78465;Wallhauser Str.;Biomuell;Konstanz
05.02.;78467;Weberinnenstr.;Biomuell;Konstanz
11.02.;78462;Webersteig;Biomuell;Konstanz
05.02.;78467;Weiherhofstr.;Biomuell;Konstanz
10.02.;78465;Weiherstr.;Biomuell;Konstanz
10.02.;78465;Wendelsbergstr.;Biomuell;Konstanz
06.02.;78464;Werner-Sombart-Str.;Biomuell;Konstanz
05.02.;78464;Werthmannweg;Biomuell;Konstanz
11.02.;78462;Wessenbergstr.;Biomuell;Konstanz
10.02.;78465;Wetzsteinstr.;Biomuell;Konstanz
11.02.;78462;Wiesenstr.;Biomuell;Konstanz
05.02.;78464;William-Graf-Platz;Biomuell;Konstanz
10.02.;78465;Willy-Andreas-Weg;Biomuell;Konstanz
06.02.;78467;Winkelstr.;Biomuell;Konstanz
10.02.;78465;Winterbergstr.;Biomuell;Konstanz
11.02.;78462;Winterersteig;Biomuell;Konstanz
10.02.;78465;Wißlerstr.;Biomuell;Konstanz
10.02.;78465;Wittmoosstr.;Biomuell;Konstanz
05.02.;78467;Wolfgang-Spengler-Str.;Biomuell;Konstanz
10.02.;78465;Wolfsgarten;Biomuell;Konstanz
05.02.;78464;Wolfsried;Biomuell;Konstanz
06.02.;78467;Wollgrasweg;Biomuell;Konstanz
11.02.;78467;Wollmatinger Str. 1- 59 und 4- 52 (von Schneckenburgstr. bis Zähringer Platz);Biomuell;Konstanz
06.02.;78467;Wollmatinger Str. 75- 183 und 54- 130 (von Oberlohnstr. bis Schneckenburgstr.);Biomuell;Konstanz
10.02.;78465;Wuhrweg;Biomuell;Konstanz
11.02.;78464;Zähringerplatz;Biomuell;Konstanz
05.02.;78464;Zandergasse;Biomuell;Konstanz
11.02.;78462;Zasiusstr.;Biomuell;Konstanz
10.02.;78465;Zellerstr.;Biomuell;Konstanz
05.02.;78464;Zeppelinstr.;Biomuell;Konstanz
06.02.;78467;Zergleweg;Biomuell;Konstanz
10.02.;78465;Ziegelhofweg;Biomuell;Konstanz
11.02.;78465;Ziegelhüttenweg;Biomuell;Konstanz
06.02.;78467;Zimmererweg;Biomuell;Konstanz
11.02.;78462;Zogelmannstr.;Biomuell;Konstanz
11.02.;78462;Zollernstr.;Biomuell;Konstanz
10.02.;78465;Zum Brühl;Biomuell;Konstanz
10.02.;78465;Zum Butzen;Biomuell;Konstanz
05.02.;78464;Zum Gebhardsbrunn;Biomuell;Konstanz
05.02.;78464;Zum Hinterhag;Biomuell;Konstanz
10.02.;78465;Zum Hofgut;Biomuell;Konstanz
11.02.;78462;Zum Hussenstein;Biomuell;Konstanz
10.02.;78465;Zum Kirchenwald;Biomuell;Konstanz
11.02.;78465;Zum Klausenhorn;Biomuell;Konstanz
10.02.;78465;Zum Obstgartenhof;Biomuell;Konstanz
10.02.;78465;Zum Purren;Biomuell;Konstanz
05.02.;78464;Zum Schlössli;Biomuell;Konstanz
10.02.;78465;Zum Wald;Biomuell;Konstanz
05.02.;78464;Zumsteinstr.;Biomuell;Konstanz
05.02.;78464;Zur Allmannshöhe;Biomuell;Konstanz
06.02.;78464;Zur Friedrichshöhe;Biomuell;Konstanz
11.02.;78465;Zur Halde;Biomuell;Konstanz
11.02.;78462;Zur Laube;Biomuell;Konstanz
11.02.;78465;Zur Mühle;Biomuell;Konstanz
11.02.;78465;Zur Schiffslände;Biomuell;Konstanz
05.02.;78464;Zur Therme;Biomuell;Konstanz
05.02.;78464;Zur Torkel;Biomuell;Konstanz
17.02.;78465;Abendbergweg;Biomuell;Konstanz
18.02.;78462;Ackertorweg;Biomuell;Konstanz
12.02.;78467;Adalbert-Schnatterer-Str.;Biomuell;Konstanz
17.02.;78465;Adenauerstr.;Biomuell;Konstanz
18.02.;78467;Adolf-Schmid-Str.;Biomuell;Konstanz
12.02.;78464;Aeschenweg;Biomuell;Konstanz
18.02.;78465;Albert-Riesterer-Weg;Biomuell;Konstanz
18.02.;78467;Alemannenstr.;Biomuell;Konstanz
18.02.;78462;Alfred-Wachtel-Str.;Biomuell;Konstanz
17.02.;78465;Allensbacher Str.;Biomuell;Konstanz
12.02.;78467;Allensteiner Str.;Biomuell;Konstanz
13.02.;78464;Allmannsdorfer Str.;Biomuell;Konstanz
12.02.;78464;Alpenstr.;Biomuell;Konstanz
12.02.;78464;Alpsteinweg;Biomuell;Konstanz
13.02.;78467;Alte Litzelstetter Str.;Biomuell;Konstanz
12.02.;78464;Alte Schiffstr.;Biomuell;Konstanz
17.02.;78465;Alte Torkelbergstr.;Biomuell;Konstanz
18.02.;78462;Alten Graben;Biomuell;Konstanz
13.02.;78467;Alter Bannweg;Biomuell;Konstanz
13.02.;78467;Alter Wall 1- 9 und 2- 8 (von Theodor-Heuss-Str. bis Mainaustraße);Biomuell;Konstanz
18.02.;78467;Alter Wall 11- 21 und 10- 20 (von Eisenbahnstr. bis Theodor-Heuss-Str.);Biomuell;Konstanz
12.02.;78464;Altmannstr.;Biomuell;Konstanz
13.02.;78467;Am alten Sägewerk;Biomuell;Konstanz
17.02.;78465;Am Berg;Biomuell;Konstanz
18.02.;78467;Am Briel;Biomuell;Konstanz
18.02.;78465;Am Brunnen;Biomuell;Konstanz
13.02.;78467;Am Ergatshauser Hof;Biomuell;Konstanz
18.02.;78465;Am Fliesshorn;Biomuell;Konstanz
17.02.;78465;Am Guckenbühl;Biomuell;Konstanz
13.02.;78467;Am Homberg;Biomuell;Konstanz
13.02.;78464;Am Pfeiferhölzle;Biomuell;Konstanz
17.02.;78465;Am Rathaus;Biomuell;Konstanz
18.02.;78467;Am Rheinufer;Biomuell;Konstanz
17.02.;78465;Am Rinzler;Biomuell;Konstanz
17.02.;78465;Am Schlehdorn;Biomuell;Konstanz
12.02.;78464;Am Schmerzenmösle;Biomuell;Konstanz
17.02.;78465;Am See;Biomuell;Konstanz
12.02.;78467;Am Seerhein;Biomuell;Konstanz
12.02.;78464;Am Tannenhof;Biomuell;Konstanz
18.02.;78465;Am Tobel;Biomuell;Konstanz
18.02.;78465;Am Ufer;Biomuell;Konstanz
12.02.;78464;Amalienstr.;Biomuell;Konstanz
17.02.;78465;Amselweg;Biomuell;Konstanz
13.02.;78464;An der Linde;Biomuell;Konstanz
12.02.;78464;An der Steig;Biomuell;Konstanz
13.02.;78464;Auf dem Salzberg;Biomuell;Konstanz
18.02.;78462;Auf der Insel;Biomuell;Konstanz
17.02.;78465;Augustaweg;Biomuell;Konstanz
12.02.;78467;August-Borsig-Str.;Biomuell;Konstanz
18.02.;78462;Augustinerplatz;Biomuell;Konstanz
12.02.;78467;August-Nikol.-Otto-Str.;Biomuell;Konstanz
18.02.;78467;Austr.;Biomuell;Konstanz
13.02.;78467;Bachbohlweg;Biomuell;Konstanz
12.02.;78464;Bachgasse;Biomuell;Konstanz
17.02.;78465;Bachwiesen;Biomuell;Konstanz
18.02.;78467;Badgasse;Biomuell;Konstanz
17.02.;78465;Bagnatosteig;Biomuell;Konstanz
18.02.;78462;Bahnhofplatz;Biomuell;Konstanz
18.02.;78462;Bahnhofstr.;Biomuell;Konstanz
13.02.;78467;Banater Str.;Biomuell;Konstanz
13.02.;78467;Bärlappweg;Biomuell;Konstanz
